Perangkat Daerah,Dokumen,Jenis rekomendasi,Paket,Jumlah,Satuan,Status,Pagu anggaran,Tanggal Pengajuan,Tanggal Pemeriksaan,Durasi Proses
Kecamatan Cakranegara,"[{""id"":4178,""rekomendasi_id"":1022,""jenis_dokumen_id"":1,""no_surat"":""58\/Ktr-Ckr\/II\/2022"",""tanggal_surat"":""2022-02-22"",""file_surat"":""file_surat_permohonan\/SP_Kecamatan Cakranegara_1645502958_.pdf"",""barcode"":null,""created_at"":""2022-02-22T12:09:19.000000Z"",""updated_at"":""2022-02-22T12:09:19.000000Z""},{""id"":4179,""rekomendasi_id"":1022,""jenis_dokumen_id"":3,""no_surat"":""027.2\/57\/Diskominfo\/II\/2022"",""tanggal_surat"":""2022-02-22"",""file_surat"":""file_surat_rekomendasi\/SR_Kecamatan_Cakranegara_1022.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kecamatan-cakranegara-1022pdfqrcode.png"",""created_at"":""2022-02-22T12:22:33.000000Z"",""updated_at"":""2022-02-22T12:22:35.000000Z""},{""id"":4194,""rekomendasi_id"":1022,""jenis_dokumen_id"":5,""no_surat"":""71\/KTR-CKR\/III\/2022"",""tanggal_surat"":""2022-03-07"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kecamatan Cakranegara_1646634739_.pdf"",""barcode"":null,""created_at"":""2022-03-07T14:32:19.000000Z"",""updated_at"":""2022-03-07T14:32:19.000000Z""},{""id"":4195,""rekomendasi_id"":1022,""jenis_dokumen_id"":7,""no_surat"":""027.2\/57\/Diskominfo\/II\/2022"",""tanggal_surat"":""2022-03-07"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kecamatan_Cakranegara_1022.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-kecamatan-cakranegara-1022pdfqrcode.png"",""created_at"":""2022-03-07T15:37:03.000000Z"",""updated_at"":""2022-03-07T15:37:05.000000Z""}]",Pengadaan Barang/Jasa,PC,1.0,Unit,Hasil pemeriksaan terbit,23000000,2022-02-22,2022-03-07,13
SMP Negeri 2 Mataram,"[{""id"":4180,""rekomendasi_id"":1023,""jenis_dokumen_id"":1,""no_surat"":""056\/079\/SMPN.2 MTR\/II\/2022"",""tanggal_surat"":""2022-02-22"",""file_surat"":""file_surat_permohonan\/SP_SMP Negeri 2 Mataram_1645686514_.pdf"",""barcode"":null,""created_at"":""2022-02-23T10:26:54.000000Z"",""updated_at"":""2022-02-24T15:08:34.000000Z""},{""id"":4188,""rekomendasi_id"":1023,""jenis_dokumen_id"":3,""no_surat"":""027.2\/39\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-02"",""file_surat"":""file_surat_rekomendasi\/SR_SMP_Negeri_2_Mataram_1023.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-smp-negeri-2-mataram-1023pdfqrcode.png"",""created_at"":""2022-03-02T08:26:55.000000Z"",""updated_at"":""2022-03-02T08:27:01.000000Z""},{""id"":4225,""rekomendasi_id"":1023,""jenis_dokumen_id"":5,""no_surat"":""074\/079\/SMPN.2 MTR\/III\/2022"",""tanggal_surat"":""2022-03-09"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_SMP Negeri 2 Mataram_1647410921_.pdf"",""barcode"":null,""created_at"":""2022-03-16T14:08:41.000000Z"",""updated_at"":""2022-03-16T14:08:41.000000Z""},{""id"":4592,""rekomendasi_id"":1023,""jenis_dokumen_id"":7,""no_surat"":""027.2\/39\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-05-30"",""file_surat"":""file_surat_pemeriksaan\/SHP_SMP_Negeri_2_Mataram_1023.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-smp-negeri-2-mataram-1023pdfqrcode.png"",""created_at"":""2022-05-30T14:52:29.000000Z"",""updated_at"":""2022-05-30T14:52:29.000000Z""}]",Pengadaan Barang/Jasa,Scanner,1.0,Unit,Hasil pemeriksaan terbit,5800000,2022-02-23,2022-05-30,96
SMP Negeri 2 Mataram,"[{""id"":4181,""rekomendasi_id"":1024,""jenis_dokumen_id"":1,""no_surat"":""057\/079\/SMPN.2 MTR\/II\/2022"",""tanggal_surat"":""2022-02-22"",""file_surat"":""file_surat_permohonan\/SP_SMP Negeri 2 Mataram_1645686129_.pdf"",""barcode"":null,""created_at"":""2022-02-23T10:30:56.000000Z"",""updated_at"":""2022-02-24T15:02:09.000000Z""},{""id"":4187,""rekomendasi_id"":1024,""jenis_dokumen_id"":3,""no_surat"":""027.2\/38\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-02"",""file_surat"":""file_surat_rekomendasi\/SR_SMP_Negeri_2_Mataram_1024.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-smp-negeri-2-mataram-1024pdfqrcode.png"",""created_at"":""2022-03-02T08:25:33.000000Z"",""updated_at"":""2022-03-02T08:25:40.000000Z""},{""id"":4224,""rekomendasi_id"":1024,""jenis_dokumen_id"":5,""no_surat"":""075\/079\/SMPN.2 MTR\/III\/2022"",""tanggal_surat"":""2022-03-09"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_SMP Negeri 2 Mataram_1647410827_.pdf"",""barcode"":null,""created_at"":""2022-03-16T14:07:07.000000Z"",""updated_at"":""2022-03-16T14:07:07.000000Z""},{""id"":4595,""rekomendasi_id"":1024,""jenis_dokumen_id"":7,""no_surat"":""027.2\/38\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-05-30"",""file_surat"":""file_surat_pemeriksaan\/SHP_SMP_Negeri_2_Mataram_1024.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-smp-negeri-2-mataram-1024pdfqrcode.png"",""created_at"":""2022-05-30T14:52:52.000000Z"",""updated_at"":""2022-05-30T14:52:52.000000Z""}]",Pengadaan Barang/Jasa,Printer,1.0,Unit,Hasil pemeriksaan terbit,3500000,2022-02-23,2022-05-30,96
SMP Negeri 2 Mataram,"[{""id"":4182,""rekomendasi_id"":1025,""jenis_dokumen_id"":1,""no_surat"":""058\/079\/SMPN.2 MTR\/II\/2022"",""tanggal_surat"":""2022-02-22"",""file_surat"":""file_surat_permohonan\/SP_SMP Negeri 2 Mataram_1645686621_.pdf"",""barcode"":null,""created_at"":""2022-02-23T10:56:16.000000Z"",""updated_at"":""2022-02-24T15:10:21.000000Z""},{""id"":4186,""rekomendasi_id"":1025,""jenis_dokumen_id"":3,""no_surat"":""027.2\/37\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-02"",""file_surat"":""file_surat_rekomendasi\/SR_SMP_Negeri_2_Mataram_1025.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-smp-negeri-2-mataram-1025pdfqrcode.png"",""created_at"":""2022-03-02T08:19:37.000000Z"",""updated_at"":""2022-03-02T08:19:44.000000Z""},{""id"":4223,""rekomendasi_id"":1025,""jenis_dokumen_id"":5,""no_surat"":""076\/079\/SMPN.2 MTR\/III\/2022"",""tanggal_surat"":""2022-03-09"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_SMP Negeri 2 Mataram_1647410503_.pdf"",""barcode"":null,""created_at"":""2022-03-16T14:01:44.000000Z"",""updated_at"":""2022-03-16T14:01:44.000000Z""},{""id"":4594,""rekomendasi_id"":1025,""jenis_dokumen_id"":7,""no_surat"":""027.2\/37\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-05-30"",""file_surat"":""file_surat_pemeriksaan\/SHP_SMP_Negeri_2_Mataram_1025.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-smp-negeri-2-mataram-1025pdfqrcode.png"",""created_at"":""2022-05-30T14:52:44.000000Z"",""updated_at"":""2022-05-30T14:52:44.000000Z""}]",Pengadaan Barang/Jasa,Printer,3.0,Unit,Hasil pemeriksaan terbit,8100000,2022-02-23,2022-05-30,96
Dinas Perumahan dan Kawasan Permukiman,"[{""id"":4184,""rekomendasi_id"":1026,""jenis_dokumen_id"":1,""no_surat"":""980\/043\/PKP\/II\/2022"",""tanggal_surat"":""2022-02-25"",""file_surat"":""file_surat_permohonan\/SP_Dinas Perumahan dan Kawasan Permukiman_1646094813_.pdf"",""barcode"":null,""created_at"":""2022-03-01T08:33:33.000000Z"",""updated_at"":""2022-03-01T08:33:33.000000Z""},{""id"":4185,""rekomendasi_id"":1026,""jenis_dokumen_id"":3,""no_surat"":""027.2\/27\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-02"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Perumahan_dan_Kawasan_Permukiman_1026.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-perumahan-dan-kawasan-permukiman-1026pdfqrcode.png"",""created_at"":""2022-03-02T08:13:15.000000Z"",""updated_at"":""2022-03-02T08:13:37.000000Z""},{""id"":4222,""rekomendasi_id"":1026,""jenis_dokumen_id"":5,""no_surat"":""981\/050\/DPKP\/III\/2022"",""tanggal_surat"":""2022-03-04"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas Perumahan dan Kawasan Permukiman_1647402954_.pdf"",""barcode"":null,""created_at"":""2022-03-16T11:55:54.000000Z"",""updated_at"":""2022-03-16T11:55:54.000000Z""},{""id"":4282,""rekomendasi_id"":1026,""jenis_dokumen_id"":7,""no_surat"":""027.2\/27\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-21"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Perumahan_dan_Kawasan_Permukiman_1026.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-dinas-perumahan-dan-kawasan-permukiman-1026pdfqrcode.png"",""created_at"":""2022-03-21T13:20:48.000000Z"",""updated_at"":""2022-03-21T13:20:49.000000Z""}]",Pengadaan Barang/Jasa,Proyektor/LCD,1.0,Unit,Hasil pemeriksaan terbit,7000000,2022-03-01,2022-03-21,20
Kelurahan Selagalas,"[{""id"":4192,""rekomendasi_id"":1027,""jenis_dokumen_id"":1,""no_surat"":""18\/Kel.Sgl\/III\/2022"",""tanggal_surat"":""2022-03-02"",""file_surat"":""file_surat_permohonan\/SP_Kelurahan Selagalas_1646209119_.pdf"",""barcode"":null,""created_at"":""2022-03-02T16:18:39.000000Z"",""updated_at"":""2022-03-02T16:18:39.000000Z""},{""id"":4193,""rekomendasi_id"":1027,""jenis_dokumen_id"":3,""no_surat"":""027.2\/87\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-07"",""file_surat"":""file_surat_rekomendasi\/SR_Kelurahan_Selagalas_1027.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kelurahan-selagalas-1027pdfqrcode.png"",""created_at"":""2022-03-07T12:37:49.000000Z"",""updated_at"":""2022-03-07T12:37:51.000000Z""},{""id"":4280,""rekomendasi_id"":1027,""jenis_dokumen_id"":5,""no_surat"":""21\/Kel.Sgl\/III\/2022"",""tanggal_surat"":""2022-03-15"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kelurahan Selagalas_1647570306_.pdf"",""barcode"":null,""created_at"":""2022-03-18T10:25:06.000000Z"",""updated_at"":""2022-03-18T10:25:06.000000Z""},{""id"":4283,""rekomendasi_id"":1027,""jenis_dokumen_id"":7,""no_surat"":""027.2\/87\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-21"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kelurahan_Selagalas_1027.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-kelurahan-selagalas-1027pdfqrcode.png"",""created_at"":""2022-03-21T13:20:54.000000Z"",""updated_at"":""2022-03-21T13:20:54.000000Z""}]",Pengadaan Barang/Jasa,Laptop,1.0,Unit,Hasil pemeriksaan terbit,15000000,2022-03-02,2022-03-21,19
Bagian Perekonomian dan SDA,"[{""id"":4219,""rekomendasi_id"":1041,""jenis_dokumen_id"":1,""no_surat"":""500\/74\/Ekon\/III\/2022"",""tanggal_surat"":""2022-03-15"",""file_surat"":""file_surat_permohonan\/SP_Bagian Perekonomian_1647331842_.pdf"",""barcode"":null,""created_at"":""2022-03-15T16:10:42.000000Z"",""updated_at"":""2022-03-15T16:10:42.000000Z""},{""id"":4273,""rekomendasi_id"":1041,""jenis_dokumen_id"":3,""no_surat"":""027.2\/53\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-18"",""file_surat"":""file_surat_rekomendasi\/SR_Bagian_Perekonomian_1041.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-bagian-perekonomian-1041pdfqrcode.png"",""created_at"":""2022-03-18T08:39:22.000000Z"",""updated_at"":""2022-03-18T08:39:22.000000Z""},{""id"":4348,""rekomendasi_id"":1041,""jenis_dokumen_id"":5,""no_surat"":""500\/87\/III\/2022"",""tanggal_surat"":""2022-03-28"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Bagian Perekonomian_1648431960_.pdf"",""barcode"":null,""created_at"":""2022-03-28T09:46:00.000000Z"",""updated_at"":""2022-03-28T09:46:00.000000Z""},{""id"":4366,""rekomendasi_id"":1041,""jenis_dokumen_id"":7,""no_surat"":""027.2\/53\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-30"",""file_surat"":""file_surat_pemeriksaan\/SHP_Bagian_Perekonomian_1041.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-bagian-perekonomian-1041pdfqrcode.png"",""created_at"":""2022-03-30T11:48:30.000000Z"",""updated_at"":""2022-03-30T11:48:31.000000Z""}]",Pengadaan Barang/Jasa,Laptop,1.0,Unit,Hasil pemeriksaan terbit,16000000,2022-03-15,2022-03-30,15
Kelurahan Banjar,"[{""id"":4226,""rekomendasi_id"":1042,""jenis_dokumen_id"":1,""no_surat"":""140\/49\/BJR\/III\/2022"",""tanggal_surat"":""2022-03-11"",""file_surat"":""file_surat_permohonan\/SP_Kelurahan Banjar_1647924642_.pdf"",""barcode"":null,""created_at"":""2022-03-16T14:21:05.000000Z"",""updated_at"":""2022-03-22T12:50:42.000000Z""},{""id"":4304,""rekomendasi_id"":1042,""jenis_dokumen_id"":3,""no_surat"":""027.2\/70\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-18"",""file_surat"":""file_surat_rekomendasi\/SR_Kelurahan_Banjar_1042.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kelurahan-banjar-1042pdfqrcode.png"",""created_at"":""2022-03-23T08:17:14.000000Z"",""updated_at"":""2022-03-23T08:17:14.000000Z""},{""id"":4385,""rekomendasi_id"":1042,""jenis_dokumen_id"":5,""no_surat"":""027.2\/70\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-18"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kelurahan Banjar_1648702291_.pdf"",""barcode"":null,""created_at"":""2022-03-31T12:51:31.000000Z"",""updated_at"":""2022-03-31T12:51:31.000000Z""},{""id"":4597,""rekomendasi_id"":1042,""jenis_dokumen_id"":7,""no_surat"":""027.2\/70\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-05-31"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kelurahan_Banjar_1042.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-kelurahan-banjar-1042pdfqrcode.png"",""created_at"":""2022-05-31T08:05:31.000000Z"",""updated_at"":""2022-05-31T08:05:31.000000Z""}]",Pengadaan Barang/Jasa,PC,1.0,Unit,Hasil pemeriksaan terbit,0,2022-03-16,2022-05-31,76
Kelurahan Banjar,"[{""id"":4227,""rekomendasi_id"":1043,""jenis_dokumen_id"":1,""no_surat"":""140\/49\/BJR\/III\/2022"",""tanggal_surat"":""2022-03-11"",""file_surat"":""file_surat_permohonan\/SP_Kelurahan Banjar_1647924750_.pdf"",""barcode"":null,""created_at"":""2022-03-16T14:22:20.000000Z"",""updated_at"":""2022-03-22T12:52:30.000000Z""},{""id"":4303,""rekomendasi_id"":1043,""jenis_dokumen_id"":3,""no_surat"":""027.2\/69\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-18"",""file_surat"":""file_surat_rekomendasi\/SR_Kelurahan_Banjar_1043.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kelurahan-banjar-1043pdfqrcode.png"",""created_at"":""2022-03-23T08:16:40.000000Z"",""updated_at"":""2022-03-23T08:16:40.000000Z""},{""id"":4384,""rekomendasi_id"":1043,""jenis_dokumen_id"":5,""no_surat"":""027.2\/69\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-18"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kelurahan Banjar_1648702257_.pdf"",""barcode"":null,""created_at"":""2022-03-31T12:50:57.000000Z"",""updated_at"":""2022-03-31T12:50:57.000000Z""},{""id"":4599,""rekomendasi_id"":1043,""jenis_dokumen_id"":7,""no_surat"":""027.2\/69\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-05-31"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kelurahan_Banjar_1043.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-kelurahan-banjar-1043pdfqrcode.png"",""created_at"":""2022-05-31T08:06:37.000000Z"",""updated_at"":""2022-05-31T08:06:37.000000Z""}]",Pengadaan Barang/Jasa,Printer,1.0,Unit,Hasil pemeriksaan terbit,0,2022-03-16,2022-05-31,76
Kelurahan Banjar,"[{""id"":4228,""rekomendasi_id"":1044,""jenis_dokumen_id"":1,""no_surat"":""140\/49\/BJR\/III\/2022"",""tanggal_surat"":""2022-03-11"",""file_surat"":""file_surat_permohonan\/SP_Kelurahan Banjar_1647924816_.pdf"",""barcode"":null,""created_at"":""2022-03-16T14:23:13.000000Z"",""updated_at"":""2022-03-22T12:53:36.000000Z""},{""id"":4302,""rekomendasi_id"":1044,""jenis_dokumen_id"":3,""no_surat"":""027.2\/68\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-18"",""file_surat"":""file_surat_rekomendasi\/SR_Kelurahan_Banjar_1044.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kelurahan-banjar-1044pdfqrcode.png"",""created_at"":""2022-03-23T08:16:05.000000Z"",""updated_at"":""2022-03-23T08:16:05.000000Z""},{""id"":4383,""rekomendasi_id"":1044,""jenis_dokumen_id"":5,""no_surat"":""027.2\/68\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-18"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kelurahan Banjar_1648702215_.pdf"",""barcode"":null,""created_at"":""2022-03-31T12:50:16.000000Z"",""updated_at"":""2022-03-31T12:50:16.000000Z""},{""id"":4602,""rekomendasi_id"":1044,""jenis_dokumen_id"":7,""no_surat"":""027.2\/68\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-05-31"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kelurahan_Banjar_1044.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-kelurahan-banjar-1044pdfqrcode.png"",""created_at"":""2022-05-31T08:07:15.000000Z"",""updated_at"":""2022-05-31T08:07:15.000000Z""}]",Pengadaan Barang/Jasa,UPS,1.0,Unit,Hasil pemeriksaan terbit,0,2022-03-16,2022-05-31,76
Kelurahan Pejarakan Karya,"[{""id"":4235,""rekomendasi_id"":1051,""jenis_dokumen_id"":1,""no_surat"":""011\/KEL-PK\/III\/2022"",""tanggal_surat"":""2022-03-16"",""file_surat"":""file_surat_permohonan\/SP_Kelurahan Pejarakan Karya_1647933958_.pdf"",""barcode"":null,""created_at"":""2022-03-16T15:18:47.000000Z"",""updated_at"":""2022-03-22T15:25:58.000000Z""},{""id"":4301,""rekomendasi_id"":1051,""jenis_dokumen_id"":3,""no_surat"":""027.2\/67\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-18"",""file_surat"":""file_surat_rekomendasi\/SR_Kelurahan_Pejarakan_Karya_1051.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kelurahan-pejarakan-karya-1051pdfqrcode.png"",""created_at"":""2022-03-23T08:10:31.000000Z"",""updated_at"":""2022-03-23T08:10:41.000000Z""},{""id"":4388,""rekomendasi_id"":1051,""jenis_dokumen_id"":5,""no_surat"":""12\/KEL-PK\/III\/2022"",""tanggal_surat"":""2022-03-31"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kelurahan Pejarakan Karya_1648775737_.pdf"",""barcode"":null,""created_at"":""2022-04-01T09:15:37.000000Z"",""updated_at"":""2022-04-01T09:15:37.000000Z""},{""id"":4606,""rekomendasi_id"":1051,""jenis_dokumen_id"":7,""no_surat"":""027.2\/67\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-05-31"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kelurahan_Pejarakan_Karya_1051.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-kelurahan-pejarakan-karya-1051pdfqrcode.png"",""created_at"":""2022-05-31T08:57:46.000000Z"",""updated_at"":""2022-05-31T08:57:46.000000Z""}]",Pengadaan Barang/Jasa,PC,1.0,Paket,Hasil pemeriksaan terbit,0,2022-03-16,2022-05-31,76
Kelurahan Pejarakan Karya,"[{""id"":4236,""rekomendasi_id"":1052,""jenis_dokumen_id"":1,""no_surat"":""011\/KEL-PK\/III\/2022"",""tanggal_surat"":""2022-03-16"",""file_surat"":""file_surat_permohonan\/SP_Kelurahan Pejarakan Karya_1647934220_.pdf"",""barcode"":null,""created_at"":""2022-03-16T15:20:07.000000Z"",""updated_at"":""2022-03-22T15:30:20.000000Z""},{""id"":4300,""rekomendasi_id"":1052,""jenis_dokumen_id"":3,""no_surat"":""027.2\/66\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-18"",""file_surat"":""file_surat_rekomendasi\/SR_Kelurahan_Pejarakan_Karya_1052.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kelurahan-pejarakan-karya-1052pdfqrcode.png"",""created_at"":""2022-03-23T08:10:00.000000Z"",""updated_at"":""2022-03-23T08:10:00.000000Z""},{""id"":4387,""rekomendasi_id"":1052,""jenis_dokumen_id"":5,""no_surat"":""012\/KEL-PK\/III\/2022"",""tanggal_surat"":""2022-03-30"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kelurahan Pejarakan Karya_1648705638_.pdf"",""barcode"":null,""created_at"":""2022-03-31T13:47:18.000000Z"",""updated_at"":""2022-03-31T13:47:18.000000Z""},{""id"":4613,""rekomendasi_id"":1052,""jenis_dokumen_id"":7,""no_surat"":""027.2\/66\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-05-31"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kelurahan_Pejarakan_Karya_1052.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-kelurahan-pejarakan-karya-1052pdfqrcode.png"",""created_at"":""2022-05-31T09:01:04.000000Z"",""updated_at"":""2022-05-31T09:01:04.000000Z""}]",Pengadaan Barang/Jasa,Printer,1.0,Paket,Hasil pemeriksaan terbit,0,2022-03-16,2022-05-31,76
Kelurahan Pejarakan Karya,"[{""id"":4237,""rekomendasi_id"":1053,""jenis_dokumen_id"":1,""no_surat"":""011\/KEL-PK\/III\/2022"",""tanggal_surat"":""2022-03-16"",""file_surat"":""file_surat_permohonan\/SP_Kelurahan Pejarakan Karya_1647933707_.pdf"",""barcode"":null,""created_at"":""2022-03-16T15:21:15.000000Z"",""updated_at"":""2022-03-22T15:21:47.000000Z""},{""id"":4299,""rekomendasi_id"":1053,""jenis_dokumen_id"":3,""no_surat"":""027.2\/65\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-03-18"",""file_surat"":""file_surat_rekomendasi\/SR_Kelurahan_Pejarakan_Karya_1053.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kelurahan-pejarakan-karya-1053pdfqrcode.png"",""created_at"":""2022-03-23T08:09:33.000000Z"",""updated_at"":""2022-03-23T08:09:35.000000Z""},{""id"":4386,""rekomendasi_id"":1053,""jenis_dokumen_id"":5,""no_surat"":""012\/KEL-PK\/III\/2022"",""tanggal_surat"":""2022-03-30"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kelurahan Pejarakan Karya_1648705563_.pdf"",""barcode"":null,""created_at"":""2022-03-31T13:46:03.000000Z"",""updated_at"":""2022-03-31T13:46:03.000000Z""},{""id"":4617,""rekomendasi_id"":1053,""jenis_dokumen_id"":7,""no_surat"":""027.2\/65\/Diskominfo\/III\/2022"",""tanggal_surat"":""2022-05-31"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kelurahan_Pejarakan_Karya_1053.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-kelurahan-pejarakan-karya-1053pdfqrcode.png"",""created_at"":""2022-05-31T09:01:33.000000Z"",""updated_at"":""2022-05-31T09:01:33.000000Z""}]",Pengadaan Barang/Jasa,UPS,1.0,Paket,Hasil pemeriksaan terbit,0,2022-03-16,2022-05-31,76
